"","year_data","year","region","region_description","state","offense","occurrence","age","cleared","population","occ_per_100k","clr_per_100k"
"1","0","2014","9","Southwest/Pacific","Alaska","commercial sex act",11,"adult",3,737045,14.9244618713918,4.07030778310687
"2","0","2014","9","Southwest/Pacific","Arizona","commercial sex act",15,"adult",8,6634999,2.26073884864188,1.20572738594233
"3","0","2014","9","Southwest/Pacific","California","commercial sex act",0,"adult",0,38280824,0,0
"4","0","2014","10","Rockies/Mid-West","Colorado","commercial sex act",11,"adult",0,5270482,2.08709563945005,0
"5","0","2014","3","Mideast South","Delaware","commercial sex act",0,"adult",0,923638,0,0
"6","0","2014","5","Gulf Coast East","Florida","commercial sex act",57,"adult",44,19563166,2.91363882512677,2.2491247071154
"7","0","2014","9","Southwest/Pacific","Guam","commercial sex act",0,"adult",0,160375,0,0
"8","0","2014","9","Southwest/Pacific","Hawaii","commercial sex act",0,"adult",0,1408453,0,0
"9","0","2014","12","Northeast","Idaho","commercial sex act",0,"adult",0,1611530,0,0
"10","0","2014","7","North Central","Illinois","commercial sex act",50,"adult",0,12898269,3.87648916300319,0
"11","0","2014","7","North Central","Indiana","commercial sex act",0,"adult",0,6568367,0,0
"12","0","2014","10","Rockies/Mid-West","Kansas","commercial sex act",1,"adult",1,2893510,0.345601017449395,0.345601017449395
"13","0","2014","1","New England","Massachusetts","commercial sex act",6,"adult",4,6713944,0.893662502993769,0.595775001995846
"14","0","2014","6","Central","Michigan","commercial sex act",2,"adult",2,9913349,0.201748168050979,0.201748168050979
"15","0","2014","7","North Central","Minnesota","commercial sex act",22,"adult",5,5413693,4.06376940842416,0.923583956460036
"16","0","2014","8","Plains","Missouri","commercial sex act",5,"adult",1,6040658,0.827724396911727,0.165544879382345
"17","0","2014","5","Gulf Coast East","Mississippi","commercial sex act",0,"adult",0,2988797,0,0
"18","0","2014","12","Northeast","Montana","commercial sex act",1,"adult",0,1013564,0.986617519959272,0
"19","0","2014","9","Southwest/Pacific","Nevada","commercial sex act",0,"adult",0,2776972,0,0
"20","0","2014","6","Central","Ohio","commercial sex act",0,"adult",0,11576576,0,0
"21","0","2014","10","Rockies/Mid-West","Oklahoma","commercial sex act",10,"adult",7,3853205,2.59524214258001,1.81666949980601
"22","0","2014","12","Northeast","Oregon","commercial sex act",0,"adult",0,3922908,0,0
"23","0","2014","8","Plains","South Dakota","commercial sex act",0,"adult",0,842270,0,0
"24","0","2014","6","Central","Tennessee","commercial sex act",29,"adult",0,6493432,4.46605123453976,0
"25","0","2014","11","Gulf Coast West","Texas","commercial sex act",78,"adult",17,26489464,2.94456694178485,0.641764589876186
"26","0","2014","10","Rockies/Mid-West","Utah","commercial sex act",0,"adult",0,2897927,0,0
"27","0","2014","5","Gulf Coast East","U.S. Virgin Islands","commercial sex act",0,"adult",0,108044,0,0
"28","0","2014","12","Northeast","Washington","commercial sex act",2,"adult",0,6962906,0.287236392391338,0
"29","0","2014","10","Rockies/Mid-West","Wyoming","commercial sex act",0,"adult",0,582123,0,0
"30","1","2015","9","Southwest/Pacific","Alaska","commercial sex act",10,"adult",1,736307,13.5812914993338,1.35812914993338
"31","1","2015","9","Southwest/Pacific","Arizona","commercial sex act",5,"adult",6,6733840,0.742518384755206,0.891022061706248
"32","1","2015","8","Plains","Arkansas","commercial sex act",5,"adult",2,2967726,1.68479165529432,0.673916662117729
"33","1","2015","10","Rockies/Mid-West","Colorado","commercial sex act",11,"adult",5,5351218,2.05560677961541,0.934366718007003
"34","1","2015","2","Mideast North","Connecticut","commercial sex act",0,"adult",0,3594783,0,0
"35","1","2015","3","Mideast South","Delaware","commercial sex act",0,"adult",0,932596,0,0
"36","1","2015","5","Gulf Coast East","Florida","commercial sex act",44,"adult",23,19860330,2.21547174694479,1.15808750408478
"37","1","2015","9","Southwest/Pacific","Guam","commercial sex act",0,"adult",0,160967,0,0
"38","1","2015","9","Southwest/Pacific","Hawaii","commercial sex act",3,"adult",0,1414862,2.12034813289211,0
"39","1","2015","12","Northeast","Idaho","commercial sex act",0,"adult",0,1631479,0,0
"40","1","2015","7","North Central","Illinois","commercial sex act",53,"adult",0,12888962,4.11204564029283,0
"41","1","2015","7","North Central","Indiana","commercial sex act",0,"adult",0,6593533,0,0
"42","1","2015","10","Rockies/Mid-West","Kansas","commercial sex act",0,"adult",0,2900896,0,0
"43","1","2015","11","Gulf Coast West","Louisiana","commercial sex act",51,"adult",40,4644204,10.9814297563156,8.6128860833848
"44","1","2015","1","New England","Maine","commercial sex act",0,"adult",0,1330760,0,0
"45","1","2015","4","Mid-Atlantic","Maryland","commercial sex act",27,"adult",22,5958165,4.53159655699364,3.69241200940222
"46","1","2015","1","New England","Massachusetts","commercial sex act",0,"adult",0,6763652,0,0
"47","1","2015","6","Central","Michigan","commercial sex act",3,"adult",3,9930589,0.302096884686296,0.302096884686296
"48","1","2015","7","North Central","Minnesota","commercial sex act",119,"adult",77,5451522,21.8287663518555,14.12449587473
"49","1","2015","5","Gulf Coast East","Mississippi","commercial sex act",0,"adult",0,2990623,0,0
"50","1","2015","8","Plains","Missouri","commercial sex act",13,"adult",5,6056293,2.14652758708999,0.82558753349615
"51","1","2015","12","Northeast","Montana","commercial sex act",0,"adult",0,1021891,0,0
"52","1","2015","8","Plains","Nebraska","commercial sex act",0,"adult",0,1879522,0,0
"53","1","2015","9","Southwest/Pacific","Nevada","commercial sex act",214,"adult",48,2819012,75.9131213347087,17.0272421685328
"54","1","2015","2","Mideast North","New York","commercial sex act",0,"adult",0,19656330,0,0
"55","1","2015","4","Mid-Atlantic","North Carolina","commercial sex act",0,"adult",0,9933944,0,0
"56","1","2015","6","Central","Ohio","commercial sex act",3,"adult",2,11602973,0.258554423939451,0.172369615959634
"57","1","2015","10","Rockies/Mid-West","Oklahoma","commercial sex act",38,"adult",26,3878367,9.79793815283597,6.70385242036146
"58","1","2015","12","Northeast","Oregon","commercial sex act",0,"adult",0,3964106,0,0
"59","1","2015","5","Gulf Coast East","Puerto Rico","commercial sex act",0,"adult",0,3534874,0,0
"60","1","2015","1","New England","Rhode Island","commercial sex act",0,"adult",0,1056017,0,0
"61","1","2015","4","Mid-Atlantic","South Carolina","commercial sex act",10,"adult",5,4823793,2.07305744670221,1.03652872335111
"62","1","2015","8","Plains","South Dakota","commercial sex act",0,"adult",0,849088,0,0
"63","1","2015","6","Central","Tennessee","commercial sex act",32,"adult",10,6540826,4.89234845874206,1.52885889335689
"64","1","2015","11","Gulf Coast West","Texas","commercial sex act",98,"adult",30,26977142,3.63270505081672,1.11205256657655
"65","1","2015","5","Gulf Coast East","U.S. Virgin Islands","commercial sex act",0,"adult",0,107884,0,0
"66","1","2015","10","Rockies/Mid-West","Utah","commercial sex act",0,"adult",0,2937399,0,0
"67","1","2015","12","Northeast","Washington","commercial sex act",1,"adult",0,7052439,0.14179491662388,0
"68","1","2015","7","North Central","Wisconsin","commercial sex act",4,"adult",2,5751974,0.695413435457114,0.347706717728557
"69","1","2015","10","Rockies/Mid-West","Wyoming","commercial sex act",0,"adult",0,582548,0,0
"70","2","2016","9","Southwest/Pacific","Alaska","commercial sex act",11,"adult",8,737547,14.914303766404,10.8467663755666
"71","2","2016","9","Southwest/Pacific","Arizona","commercial sex act",19,"adult",5,6833596,2.78038092974768,0.731679192038862
"72","2","2016","8","Plains","Arkansas","commercial sex act",4,"adult",4,2978407,1.34299979821428,1.34299979821428
"73","2","2016","10","Rockies/Mid-West","Colorado","commercial sex act",12,"adult",3,5452107,2.20098394987479,0.550245987468698
"74","2","2016","2","Mideast North","Connecticut","commercial sex act",1,"adult",0,3587509,0.278744945308848,0
"75","2","2016","3","Mideast South","Delaware","commercial sex act",0,"adult",0,941413,0,0
"76","2","2016","5","Gulf Coast East","Florida","commercial sex act",98,"adult",50,20224249,4.8456681877285,2.47227968761658
"77","2","2016","9","Southwest/Pacific","Hawaii","commercial sex act",2,"adult",0,1422484,1.40599120974296,0
"78","2","2016","7","North Central","Illinois","commercial sex act",21,"adult",0,12864342,1.63241928736036,0
"79","2","2016","7","North Central","Indiana","commercial sex act",4,"adult",0,6608296,0.605299762601433,0
"80","2","2016","10","Rockies/Mid-West","Kansas","commercial sex act",0,"adult",0,2909502,0,0
"81","2","2016","11","Gulf Coast West","Louisiana","commercial sex act",121,"adult",90,4664851,25.938663421404,19.2932207266642
"82","2","2016","4","Mid-Atlantic","Maryland","commercial sex act",17,"adult",15,5986717,2.83961977825242,2.5055468631639
"83","2","2016","1","New England","Massachusetts","commercial sex act",0,"adult",0,6795891,0,0
"84","2","2016","6","Central","Michigan","commercial sex act",1,"adult",1,9932573,0.100678847263443,0.100678847263443
"85","2","2016","7","North Central","Minnesota","commercial sex act",235,"adult",190,5482503,42.8636336359506,34.6557037907686
"86","2","2016","5","Gulf Coast East","Mississippi","commercial sex act",0,"adult",0,2988693,0,0
"87","2","2016","8","Plains","Missouri","commercial sex act",16,"adult",12,6071745,2.63515677947608,1.97636758460706
"88","2","2016","12","Northeast","Montana","commercial sex act",1,"adult",0,1030503,0.970399892091532,0
"89","2","2016","9","Southwest/Pacific","Nevada","commercial sex act",140,"adult",23,2868666,48.8031719273,8.017663959485
"90","2","2016","8","Plains","North Dakota","commercial sex act",4,"adult",0,754022,5.30488500335534,0
"91","2","2016","6","Central","Ohio","commercial sex act",1,"adult",0,11617850,0.0860744457881622,0
"92","2","2016","10","Rockies/Mid-West","Oklahoma","commercial sex act",42,"adult",36,3909831,10.7421522822853,9.20755909910173
"93","2","2016","12","Northeast","Oregon","commercial sex act",0,"adult",0,4016918,0,0
"94","2","2016","5","Gulf Coast East","Puerto Rico","commercial sex act",0,"adult",0,3473166,0,0
"95","2","2016","1","New England","Rhode Island","commercial sex act",5,"adult",2,1056173,4.73407292176566,1.89362916870626
"96","2","2016","4","Mid-Atlantic","South Carolina","commercial sex act",15,"adult",7,4892253,3.06607201222014,1.43083360570273
"97","2","2016","8","Plains","South Dakota","commercial sex act",0,"adult",0,853933,0,0
"98","2","2016","6","Central","Tennessee","commercial sex act",55,"adult",26,6590808,8.34495558056008,3.9448880926284
"99","2","2016","11","Gulf Coast West","Texas","commercial sex act",130,"adult",49,27486814,4.72954049894615,1.78267295729509
"100","2","2016","5","Gulf Coast East","U.S. Virgin Islands","commercial sex act",0,"adult",0,107710,0,0
"101","2","2016","10","Rockies/Mid-West","Utah","commercial sex act",0,"adult",0,2982497,0,0
"102","2","2016","2","Mideast North","Vermont","commercial sex act",2,"adult",2,625197,3.19899167782315,3.19899167782315
"103","2","2016","12","Northeast","Washington","commercial sex act",13,"adult",3,7163543,1.81474446373813,0.418787183939567
"104","2","2016","7","North Central","Wisconsin","commercial sex act",34,"adult",18,5761406,5.90133727774088,3.12423738233341
"105","2","2016","10","Rockies/Mid-West","Wyoming","commercial sex act",3,"adult",2,585668,5.12235601057254,3.41490400704836
"106","3","2017","5","Gulf Coast East","Alabama","commercial sex act",0,"adult",0,4864745,0,0
"107","3","2017","9","Southwest/Pacific","Alaska","commercial sex act",2,"adult",0,741504,2.69722078370447,0
"108","3","2017","9","Southwest/Pacific","Arizona","commercial sex act",92,"adult",34,6945452,13.2460781530129,4.89528975220043
"109","3","2017","8","Plains","Arkansas","commercial sex act",0,"adult",0,2990410,0,0
"110","3","2017","9","Southwest/Pacific","California","commercial sex act",0,"adult",0,39209127,0,0
"111","3","2017","10","Rockies/Mid-West","Colorado","commercial sex act",49,"adult",14,5540921,8.84329518504234,2.52665576715495
"112","3","2017","2","Mideast North","Connecticut","commercial sex act",8,"adult",0,3578674,2.23546486771357,0
"113","3","2017","3","Mideast South","Delaware","commercial sex act",5,"adult",4,949216,5.26750497252469,4.21400397801975
"114","3","2017","5","Gulf Coast East","Florida","commercial sex act",65,"adult",51,20629982,3.15075408209275,2.4721301259497
"115","3","2017","5","Gulf Coast East","Georgia","commercial sex act",0,"adult",0,10304763,0,0
"116","3","2017","9","Southwest/Pacific","Guam","commercial sex act",0,"adult",0,162896,0,0
"117","3","2017","9","Southwest/Pacific","Hawaii","commercial sex act",2,"adult",1,1428105,1.40045724929189,0.700228624645947
"118","3","2017","12","Northeast","Idaho","commercial sex act",0,"adult",0,1682930,0,0
"119","3","2017","7","North Central","Illinois","commercial sex act",26,"adult",0,12826895,2.02699094363835,0
"120","3","2017","7","North Central","Indiana","commercial sex act",2,"adult",0,6633344,0.30150705285298,0
"121","3","2017","10","Rockies/Mid-West","Kansas","commercial sex act",3,"adult",2,2911263,1.03048058523053,0.686987056820356
"122","3","2017","6","Central","Kentucky","commercial sex act",8,"adult",0,4438229,1.80252078024816,0
"123","3","2017","11","Gulf Coast West","Louisiana","commercial sex act",59,"adult",47,4678215,12.6116478186659,10.0465669063949
"124","3","2017","1","New England","Maine","commercial sex act",2,"adult",0,1331370,1.50221200718057,0
"125","3","2017","4","Mid-Atlantic","Maryland","commercial sex act",0,"adult",0,6004692,0,0
"126","3","2017","1","New England","Massachusetts","commercial sex act",17,"adult",5,6826022,2.49046955899058,0.732491046761935
"127","3","2017","6","Central","Michigan","commercial sex act",11,"adult",2,9951890,1.10531768337472,0.200966851522676
"128","3","2017","7","North Central","Minnesota","commercial sex act",173,"adult",146,5523409,31.3212365769039,26.4329510995836
"129","3","2017","5","Gulf Coast East","Mississippi","commercial sex act",0,"adult",0,2988298,0,0
"130","3","2017","8","Plains","Missouri","commercial sex act",25,"adult",15,6087203,4.10697655392797,2.46418593235678
"131","3","2017","12","Northeast","Montana","commercial sex act",2,"adult",0,1040863,1.9214824621492,0
"132","3","2017","8","Plains","Nebraska","commercial sex act",0,"adult",0,1905924,0,0
"133","3","2017","9","Southwest/Pacific","Nevada","commercial sex act",5,"adult",0,2919772,1.71246247994706,0
"134","3","2017","1","New England","New Hampshire","commercial sex act",2,"adult",2,1342373,1.48989885821601,1.48989885821601
"135","3","2017","10","Rockies/Mid-West","New Mexico","commercial sex act",0,"adult",0,2092789,0,0
"136","3","2017","2","Mideast North","New York","commercial sex act",0,"adult",0,19641589,0,0
"137","3","2017","4","Mid-Atlantic","North Carolina","commercial sex act",0,"adult",0,10156679,0,0
"138","3","2017","8","Plains","North Dakota","commercial sex act",10,"adult",0,754353,13.2563932270436,0
"139","3","2017","6","Central","Ohio","commercial sex act",0,"adult",0,11635003,0,0
"140","3","2017","10","Rockies/Mid-West","Oklahoma","commercial sex act",25,"adult",15,3926769,6.36655734014402,3.81993440408641
"141","3","2017","12","Northeast","Oregon","commercial sex act",1,"adult",0,4091404,0.244414875675929,0
"142","3","2017","5","Gulf Coast East","Puerto Rico","commercial sex act",0,"adult",0,3406495,0,0
"143","3","2017","1","New England","Rhode Island","commercial sex act",12,"adult",3,1057063,11.3522089033482,2.83805222583706
"144","3","2017","4","Mid-Atlantic","South Carolina","commercial sex act",26,"adult",1,4958235,5.2438014737099,0.201684672065765
"145","3","2017","8","Plains","South Dakota","commercial sex act",3,"adult",0,862890,3.47668880158537,0
"146","3","2017","6","Central","Tennessee","commercial sex act",75,"adult",10,6645011,11.2866630318595,1.50488840424794
"147","3","2017","11","Gulf Coast West","Texas","commercial sex act",193,"adult",78,27937492,6.90827938313146,2.79194710820857
"148","3","2017","10","Rockies/Mid-West","Utah","commercial sex act",1,"adult",0,3042613,0.328664867993399,0
"149","3","2017","12","Northeast","Washington","commercial sex act",29,"adult",6,7294680,3.97549995339069,0.822517231736005
"150","3","2017","7","North Central","Wisconsin","commercial sex act",59,"adult",16,5772958,10.2200639602782,2.77154276888902
"151","3","2017","10","Rockies/Mid-West","Wyoming","commercial sex act",2,"adult",1,584290,3.42295777781581,1.71147888890791
"152","0","2014","9","Southwest/Pacific","Alaska","commercial sex act",11,"juvenile",0,737045,14.9244618713918,0
"153","0","2014","9","Southwest/Pacific","Arizona","commercial sex act",15,"juvenile",0,6634999,2.26073884864188,0
"154","0","2014","9","Southwest/Pacific","California","commercial sex act",0,"juvenile",0,38280824,0,0
"155","0","2014","10","Rockies/Mid-West","Colorado","commercial sex act",11,"juvenile",0,5270482,2.08709563945005,0
"156","0","2014","3","Mideast South","Delaware","commercial sex act",0,"juvenile",0,923638,0,0
"157","0","2014","5","Gulf Coast East","Florida","commercial sex act",57,"juvenile",0,19563166,2.91363882512677,0
"158","0","2014","9","Southwest/Pacific","Guam","commercial sex act",0,"juvenile",0,160375,0,0
"159","0","2014","9","Southwest/Pacific","Hawaii","commercial sex act",0,"juvenile",0,1408453,0,0
"160","0","2014","12","Northeast","Idaho","commercial sex act",0,"juvenile",0,1611530,0,0
"161","0","2014","7","North Central","Illinois","commercial sex act",50,"juvenile",0,12898269,3.87648916300319,0
"162","0","2014","7","North Central","Indiana","commercial sex act",0,"juvenile",0,6568367,0,0
"163","0","2014","10","Rockies/Mid-West","Kansas","commercial sex act",1,"juvenile",0,2893510,0.345601017449395,0
"164","0","2014","1","New England","Massachusetts","commercial sex act",6,"juvenile",0,6713944,0.893662502993769,0
"165","0","2014","6","Central","Michigan","commercial sex act",2,"juvenile",0,9913349,0.201748168050979,0
"166","0","2014","7","North Central","Minnesota","commercial sex act",22,"juvenile",0,5413693,4.06376940842416,0
"167","0","2014","8","Plains","Missouri","commercial sex act",5,"juvenile",1,6040658,0.827724396911727,0.165544879382345
"168","0","2014","5","Gulf Coast East","Mississippi","commercial sex act",0,"juvenile",0,2988797,0,0
"169","0","2014","12","Northeast","Montana","commercial sex act",1,"juvenile",0,1013564,0.986617519959272,0
"170","0","2014","9","Southwest/Pacific","Nevada","commercial sex act",0,"juvenile",0,2776972,0,0
"171","0","2014","6","Central","Ohio","commercial sex act",0,"juvenile",0,11576576,0,0
"172","0","2014","10","Rockies/Mid-West","Oklahoma","commercial sex act",10,"juvenile",0,3853205,2.59524214258001,0
"173","0","2014","12","Northeast","Oregon","commercial sex act",0,"juvenile",0,3922908,0,0
"174","0","2014","8","Plains","South Dakota","commercial sex act",0,"juvenile",0,842270,0,0
"175","0","2014","6","Central","Tennessee","commercial sex act",29,"juvenile",0,6493432,4.46605123453976,0
"176","0","2014","11","Gulf Coast West","Texas","commercial sex act",78,"juvenile",5,26489464,2.94456694178485,0.188754291140055
"177","0","2014","10","Rockies/Mid-West","Utah","commercial sex act",0,"juvenile",0,2897927,0,0
"178","0","2014","5","Gulf Coast East","U.S. Virgin Islands","commercial sex act",0,"juvenile",0,108044,0,0
"179","0","2014","12","Northeast","Washington","commercial sex act",2,"juvenile",0,6962906,0.287236392391338,0
"180","0","2014","10","Rockies/Mid-West","Wyoming","commercial sex act",0,"juvenile",0,582123,0,0
"181","1","2015","9","Southwest/Pacific","Alaska","commercial sex act",10,"juvenile",0,736307,13.5812914993338,0
"182","1","2015","9","Southwest/Pacific","Arizona","commercial sex act",5,"juvenile",0,6733840,0.742518384755206,0
"183","1","2015","8","Plains","Arkansas","commercial sex act",5,"juvenile",0,2967726,1.68479165529432,0
"184","1","2015","10","Rockies/Mid-West","Colorado","commercial sex act",11,"juvenile",0,5351218,2.05560677961541,0
"185","1","2015","2","Mideast North","Connecticut","commercial sex act",0,"juvenile",0,3594783,0,0
"186","1","2015","3","Mideast South","Delaware","commercial sex act",0,"juvenile",0,932596,0,0
"187","1","2015","5","Gulf Coast East","Florida","commercial sex act",44,"juvenile",0,19860330,2.21547174694479,0
"188","1","2015","9","Southwest/Pacific","Guam","commercial sex act",0,"juvenile",0,160967,0,0
"189","1","2015","9","Southwest/Pacific","Hawaii","commercial sex act",3,"juvenile",0,1414862,2.12034813289211,0
"190","1","2015","12","Northeast","Idaho","commercial sex act",0,"juvenile",0,1631479,0,0
"191","1","2015","7","North Central","Illinois","commercial sex act",53,"juvenile",0,12888962,4.11204564029283,0
"192","1","2015","7","North Central","Indiana","commercial sex act",0,"juvenile",0,6593533,0,0
"193","1","2015","10","Rockies/Mid-West","Kansas","commercial sex act",0,"juvenile",0,2900896,0,0
"194","1","2015","11","Gulf Coast West","Louisiana","commercial sex act",51,"juvenile",1,4644204,10.9814297563156,0.21532215208462
"195","1","2015","1","New England","Maine","commercial sex act",0,"juvenile",0,1330760,0,0
"196","1","2015","4","Mid-Atlantic","Maryland","commercial sex act",27,"juvenile",0,5958165,4.53159655699364,0
"197","1","2015","1","New England","Massachusetts","commercial sex act",0,"juvenile",0,6763652,0,0
"198","1","2015","6","Central","Michigan","commercial sex act",3,"juvenile",0,9930589,0.302096884686296,0
"199","1","2015","7","North Central","Minnesota","commercial sex act",119,"juvenile",0,5451522,21.8287663518555,0
"200","1","2015","5","Gulf Coast East","Mississippi","commercial sex act",0,"juvenile",0,2990623,0,0
"201","1","2015","8","Plains","Missouri","commercial sex act",13,"juvenile",0,6056293,2.14652758708999,0
"202","1","2015","12","Northeast","Montana","commercial sex act",0,"juvenile",0,1021891,0,0
"203","1","2015","8","Plains","Nebraska","commercial sex act",0,"juvenile",0,1879522,0,0
"204","1","2015","9","Southwest/Pacific","Nevada","commercial sex act",214,"juvenile",1,2819012,75.9131213347087,0.354734211844433
"205","1","2015","2","Mideast North","New York","commercial sex act",0,"juvenile",0,19656330,0,0
"206","1","2015","4","Mid-Atlantic","North Carolina","commercial sex act",0,"juvenile",0,9933944,0,0
"207","1","2015","6","Central","Ohio","commercial sex act",3,"juvenile",0,11602973,0.258554423939451,0
"208","1","2015","10","Rockies/Mid-West","Oklahoma","commercial sex act",38,"juvenile",1,3878367,9.79793815283597,0.25784047770621
"209","1","2015","12","Northeast","Oregon","commercial sex act",0,"juvenile",0,3964106,0,0
"210","1","2015","5","Gulf Coast East","Puerto Rico","commercial sex act",0,"juvenile",0,3534874,0,0
"211","1","2015","1","New England","Rhode Island","commercial sex act",0,"juvenile",0,1056017,0,0
"212","1","2015","4","Mid-Atlantic","South Carolina","commercial sex act",10,"juvenile",0,4823793,2.07305744670221,0
"213","1","2015","8","Plains","South Dakota","commercial sex act",0,"juvenile",0,849088,0,0
"214","1","2015","6","Central","Tennessee","commercial sex act",32,"juvenile",0,6540826,4.89234845874206,0
"215","1","2015","11","Gulf Coast West","Texas","commercial sex act",98,"juvenile",0,26977142,3.63270505081672,0
"216","1","2015","5","Gulf Coast East","U.S. Virgin Islands","commercial sex act",0,"juvenile",0,107884,0,0
"217","1","2015","10","Rockies/Mid-West","Utah","commercial sex act",0,"juvenile",0,2937399,0,0
"218","1","2015","12","Northeast","Washington","commercial sex act",1,"juvenile",0,7052439,0.14179491662388,0
"219","1","2015","7","North Central","Wisconsin","commercial sex act",4,"juvenile",0,5751974,0.695413435457114,0
"220","1","2015","10","Rockies/Mid-West","Wyoming","commercial sex act",0,"juvenile",0,582548,0,0
"221","2","2016","9","Southwest/Pacific","Alaska","commercial sex act",11,"juvenile",0,737547,14.914303766404,0
"222","2","2016","9","Southwest/Pacific","Arizona","commercial sex act",19,"juvenile",0,6833596,2.78038092974768,0
"223","2","2016","8","Plains","Arkansas","commercial sex act",4,"juvenile",0,2978407,1.34299979821428,0
"224","2","2016","10","Rockies/Mid-West","Colorado","commercial sex act",12,"juvenile",0,5452107,2.20098394987479,0
"225","2","2016","2","Mideast North","Connecticut","commercial sex act",1,"juvenile",0,3587509,0.278744945308848,0
"226","2","2016","3","Mideast South","Delaware","commercial sex act",0,"juvenile",0,941413,0,0
"227","2","2016","5","Gulf Coast East","Florida","commercial sex act",98,"juvenile",0,20224249,4.8456681877285,0
"228","2","2016","9","Southwest/Pacific","Hawaii","commercial sex act",2,"juvenile",0,1422484,1.40599120974296,0
"229","2","2016","7","North Central","Illinois","commercial sex act",21,"juvenile",0,12864342,1.63241928736036,0
"230","2","2016","7","North Central","Indiana","commercial sex act",4,"juvenile",2,6608296,0.605299762601433,0.302649881300717
"231","2","2016","10","Rockies/Mid-West","Kansas","commercial sex act",0,"juvenile",0,2909502,0,0
"232","2","2016","11","Gulf Coast West","Louisiana","commercial sex act",121,"juvenile",2,4664851,25.938663421404,0.428738238370314
"233","2","2016","4","Mid-Atlantic","Maryland","commercial sex act",17,"juvenile",0,5986717,2.83961977825242,0
"234","2","2016","1","New England","Massachusetts","commercial sex act",0,"juvenile",0,6795891,0,0
"235","2","2016","6","Central","Michigan","commercial sex act",1,"juvenile",0,9932573,0.100678847263443,0
"236","2","2016","7","North Central","Minnesota","commercial sex act",235,"juvenile",1,5482503,42.8636336359506,0.182398441004045
"237","2","2016","5","Gulf Coast East","Mississippi","commercial sex act",0,"juvenile",0,2988693,0,0
"238","2","2016","8","Plains","Missouri","commercial sex act",16,"juvenile",3,6071745,2.63515677947608,0.494091896151765
"239","2","2016","12","Northeast","Montana","commercial sex act",1,"juvenile",0,1030503,0.970399892091532,0
"240","2","2016","9","Southwest/Pacific","Nevada","commercial sex act",140,"juvenile",35,2868666,48.8031719273,12.200792981825
"241","2","2016","8","Plains","North Dakota","commercial sex act",4,"juvenile",0,754022,5.30488500335534,0
"242","2","2016","6","Central","Ohio","commercial sex act",1,"juvenile",0,11617850,0.0860744457881622,0
"243","2","2016","10","Rockies/Mid-West","Oklahoma","commercial sex act",42,"juvenile",1,3909831,10.7421522822853,0.255765530530604
"244","2","2016","12","Northeast","Oregon","commercial sex act",0,"juvenile",0,4016918,0,0
"245","2","2016","5","Gulf Coast East","Puerto Rico","commercial sex act",0,"juvenile",0,3473166,0,0
"246","2","2016","1","New England","Rhode Island","commercial sex act",5,"juvenile",0,1056173,4.73407292176566,0
"247","2","2016","4","Mid-Atlantic","South Carolina","commercial sex act",15,"juvenile",2,4892253,3.06607201222014,0.408809601629352
"248","2","2016","8","Plains","South Dakota","commercial sex act",0,"juvenile",0,853933,0,0
"249","2","2016","6","Central","Tennessee","commercial sex act",55,"juvenile",0,6590808,8.34495558056008,0
"250","2","2016","11","Gulf Coast West","Texas","commercial sex act",130,"juvenile",2,27486814,4.72954049894615,0.0727621615222484
"251","2","2016","5","Gulf Coast East","U.S. Virgin Islands","commercial sex act",0,"juvenile",0,107710,0,0
"252","2","2016","10","Rockies/Mid-West","Utah","commercial sex act",0,"juvenile",0,2982497,0,0
"253","2","2016","2","Mideast North","Vermont","commercial sex act",2,"juvenile",0,625197,3.19899167782315,0
"254","2","2016","12","Northeast","Washington","commercial sex act",13,"juvenile",0,7163543,1.81474446373813,0
"255","2","2016","7","North Central","Wisconsin","commercial sex act",34,"juvenile",1,5761406,5.90133727774088,0.173568743462967
